2.22,-9.52,-2.80
2.42,-9.19,-2.52
1.92,-9.94,-2.16
1.86,-10.20,-2.26
2.35,-9.84,-2.89
2.32,-9.43,-2.90
1.92,-9.46,-2.53
1.64,-9.39,-2.11
1.54,-9.42,-1.98
1.40,-10.04,-1.99
1.86,-9.83,-2.56
2.56,-9.75,-3.02
3.04,-9.88,-3.05
3.41,-9.82,-2.97
3.73,-10.08,-2.71
4.62,-10.41,-2.89
5.89,-10.77,-3.27
7.08,-10.43,-3.62
6.31,-10.36,-3.58
2.24,-8.15,-2.20
-2.06,-5.05,-0.31
-6.53,-2.97,1.69
-11.31,-0.85,4.43
-16.07,-2.23,6.76
-15.97,-5.78,6.05
-7.54,-5.29,1.37
2.57,-5.04,-3.41
12.81,-4.27,-7.02
21.31,-4.97,-8.20
24.01,-6.49,-4.36
18.85,-6.98,1.66
8.17,-0.91,4.45
-2.55,2.38,4.71
-12.84,3.36,6.01
-19.99,0.90,6.96
-22.15,-1.52,6.32
-15.94,-4.05,1.36
-3.62,-1.15,-4.96
10.90,3.96,-8.68
23.84,2.05,-9.45
28.32,-2.96,-2.21
23.90,-6.68,6.84
14.54,-1.40,8.69
4.68,3.38,5.88
-5.30,8.63,3.69
-15.14,11.00,4.82
-23.71,6.43,7.13
-25.93,5.06,7.54
-19.43,0.01,3.06
-5.15,1.93,-3.99
11.94,8.87,-8.71
27.27,7.99,-9.00
31.22,-0.83,2.95
25.95,-3.84,13.55
15.81,0.77,12.88
5.56,9.76,7.24
-4.91,16.05,3.12
-15.99,18.44,3.99
-27.13,12.05,8.09
-31.89,1.88,9.25
-20.31,2.40,2.72
-4.60,4.56,-4.38
11.93,7.69,-7.01
25.65,4.44,-3.18
26.70,-2.41,10.12
19.52,-5.94,18.31
11.27,0.16,15.21
3.29,8.26,7.79
-5.99,14.32,3.04
-16.76,14.67,3.21
-27.42,6.56,6.08
-29.53,2.15,6.07
-19.45,1.25,0.67
-3.46,7.10,-5.23
11.80,9.60,-5.54
23.04,9.84,2.87
21.92,2.92,17.49
15.43,-1.75,26.37
9.26,-1.72,23.69
5.30,6.62,13.01
0.61,14.25,3.61
-8.60,19.27,-0.62
-20.63,20.74,3.20
-31.88,10.80,8.39
-31.59,1.38,6.51
-15.02,7.53,-1.59
2.40,12.15,-6.81
18.22,16.06,-3.73
23.57,17.90,11.08
16.58,6.53,27.47
7.62,-1.80,32.91
4.27,5.42,23.52
2.49,12.05,10.28
-1.64,14.87,0.37
-10.12,17.15,-3.34
-21.47,15.71,0.92
-31.58,5.43,5.66
-29.16,-0.46,3.95
-12.62,6.72,-3.10
3.69,11.05,-6.47
17.03,15.01,-1.54
19.48,17.25,13.10
12.29,3.24,27.50
5.73,1.25,32.69
2.57,2.95,25.49
3.06,11.24,11.77
0.26,13.15,0.86
-6.34,13.48,-4.66
-16.77,19.30,-1.19
-31.03,8.06,6.40
-32.17,2.20,7.19
-15.95,8.29,-0.33
1.01,14.70,-5.60
15.14,16.73,-4.05
21.88,19.23,8.08
18.03,19.80,23.85
9.81,3.12,36.02
6.15,5.82,32.64
6.83,14.34,18.02
6.10,15.14,4.17
1.52,15.05,-4.59
-7.90,17.30,-6.25
-19.62,21.32,0.62
-30.92,12.94,9.97
-31.40,2.60,12.77
-12.48,15.11,5.23
3.55,18.60,-2.71
18.02,19.44,-5.29
27.70,21.93,2.86
24.75,20.91,21.79
14.89,4.80,36.18
8.19,8.71,32.97
7.55,23.33,15.96
5.57,21.91,1.70
-1.15,22.30,-7.09
-13.28,24.06,-5.41
-26.67,21.27,5.15
-37.06,5.93,13.71
-24.84,11.57,10.04
-6.93,16.59,0.87
7.80,16.05,-5.25
21.53,17.19,-3.53
25.43,20.68,11.37
18.76,12.09,30.06
8.27,-0.70,38.98
6.86,17.58,25.62
6.88,22.80,9.03
4.40,19.67,-3.49
-3.26,19.68,-9.92
-15.76,28.21,-2.91
-29.58,21.01,9.99
-36.43,3.33,17.18
-16.68,20.44,9.72
-2.02,17.50,0.62
11.14,16.50,-4.56
22.38,17.22,-2.31
24.27,19.32,11.79
18.53,12.37,28.14
8.84,-0.83,37.44
7.24,13.92,26.73
6.86,21.66,10.92
2.96,23.89,-1.82
-6.08,27.68,-5.83
-19.01,26.27,2.15
-34.19,10.49,11.13
-33.09,5.53,11.47
-15.16,12.73,3.28
0.20,11.79,-3.31
14.34,13.92,-2.83
20.08,16.56,8.86
15.10,10.30,24.99
7.27,2.50,34.98
3.64,6.82,29.23
4.18,16.12,14.38
1.99,19.31,2.43
-3.54,22.81,-3.63
-14.49,22.70,-1.64
-28.03,12.81,6.27
-34.37,1.75,9.11
-20.95,6.66,2.66
-6.55,7.25,-3.21
6.41,7.65,-5.14
16.57,12.63,1.32
15.89,10.46,15.76
9.17,3.42,28.80
2.83,0.52,32.68
2.37,10.50,22.11
2.53,16.86,8.96
0.23,17.07,-1.41
-7.13,20.70,-4.98
-20.08,17.39,1.16
-33.50,1.59,7.59
-26.60,5.63,4.99
-12.67,8.32,-0.66
-0.75,7.67,-3.41
10.17,10.19,-1.12
16.20,12.45,7.52
15.53,13.37,21.06
9.30,7.92,33.80
2.83,2.15,34.80
5.34,16.76,18.89
6.09,23.39,3.95
1.50,21.66,-5.50
-8.32,24.68,-6.19
-21.61,20.68,1.40
-31.64,14.83,10.67
-29.82,12.31,13.46
-12.27,18.64,6.03
1.71,16.04,-1.26
13.26,14.33,-2.74
21.03,15.58,3.54
19.98,18.37,18.14
12.47,9.90,33.26
4.70,4.70,37.23
5.51,22.00,22.01
5.87,25.66,5.83
2.83,23.57,-5.82
-6.71,24.63,-9.09
-19.14,26.72,-1.49
-30.99,19.26,10.24
-34.50,6.09,16.34
-12.78,24.08,8.36
1.61,19.25,-0.62
12.12,12.91,-2.80
19.61,15.41,3.17
19.25,15.74,16.57
13.15,14.20,30.69
4.15,2.92,38.36
4.09,15.96,25.92
6.92,28.65,8.14
3.68,28.55,-4.07
-6.29,25.31,-7.79
-19.34,24.88,-1.42
-31.04,17.27,9.46
-35.22,5.56,15.50
