0.40,0.10,9.36
0.50,0.06,9.32
0.39,0.03,9.28
0.34,-0.07,9.55
0.42,0.07,9.39
0.40,0.09,9.28
0.45,0.12,9.24
0.36,0.06,9.36
0.34,0.03,9.39
0.37,0.06,9.29
0.38,0.11,9.22
0.35,0.05,9.37
0.38,-0.00,9.39
0.34,0.10,9.25
0.43,0.16,9.31
0.34,0.06,9.40
0.37,-0.07,9.40
0.44,0.14,9.33
0.35,0.13,9.22
0.37,0.07,9.30
0.36,-0.05,9.52
0.34,0.07,9.36
0.34,0.06,9.24
0.43,0.09,9.12
0.36,0.12,9.44
0.32,-0.02,9.53
0.31,0.00,9.30
0.42,0.02,9.27
0.41,0.20,9.36
0.38,0.02,9.34
0.40,-0.00,9.44
0.42,0.01,9.33
0.38,0.04,9.33
0.38,0.10,9.35
0.33,0.01,9.19
0.32,0.03,9.42
0.34,0.06,9.32
0.46,0.12,9.35
0.45,0.00,9.32
0.35,-0.06,9.39
0.41,0.08,9.36
0.45,0.04,9.29
0.37,0.00,9.32
0.40,0.05,9.40
0.40,0.03,9.36
0.42,0.02,9.39
0.43,0.05,9.25
0.42,0.01,9.54
0.37,-0.00,9.42
0.42,0.01,9.27
0.37,-0.02,9.33
0.34,0.04,9.46
0.40,0.02,9.28
0.45,0.08,9.18
0.46,0.06,9.29
0.40,0.01,9.45
0.43,-0.05,9.48
0.40,-0.11,9.29
0.40,0.12,9.36
0.39,0.23,9.32
0.42,0.03,9.42
0.41,-0.04,9.28
0.35,-0.07,9.20
0.42,0.09,9.47
0.41,0.10,9.35
0.44,-0.07,9.49
0.44,-0.10,9.27
0.41,0.03,9.17
0.36,0.08,9.37
0.38,-0.04,9.48
0.41,-0.07,9.33
0.47,-0.00,9.29
0.36,0.08,9.41
0.38,0.03,9.48
0.37,0.01,9.30
0.53,0.09,9.24
0.49,0.05,9.34
0.37,0.02,9.47
0.39,-0.06,9.46
0.50,0.06,9.17
0.45,0.05,9.33
0.41,0.04,9.44
0.42,-0.11,9.53
0.53,-0.02,9.15
0.51,0.08,9.12
0.45,-0.00,9.43
0.35,-0.06,9.45
0.51,0.03,9.32
0.46,0.08,9.11
0.41,0.06,9.47
0.40,-0.03,9.54
0.43,0.04,9.37
0.44,0.06,9.18
0.44,0.06,9.16
0.38,-0.08,9.58
0.44,-0.01,9.30
0.45,0.05,9.33
0.41,0.01,9.33
0.45,0.06,9.45
0.44,-0.00,9.32
0.54,-0.02,9.24
0.46,0.06,9.33
0.37,0.02,9.40
0.41,-0.03,9.44
0.41,-0.11,9.27
0.40,0.08,9.18
0.43,0.00,9.35
0.44,0.10,9.55
0.49,0.12,9.42
0.47,0.00,9.03
0.45,-0.08,9.28
0.36,-0.03,9.50
0.37,0.05,9.42
0.45,0.07,9.19
0.44,0.13,9.29
0.40,0.00,9.54
0.27,-0.03,9.44
0.45,0.13,9.28
0.49,0.04,9.25
0.49,0.08,9.29
0.36,-0.09,9.58
0.42,-0.08,9.35
0.42,0.03,9.23
0.37,0.08,9.27
0.39,0.14,9.44
0.37,0.01,9.46
0.48,0.02,9.30
0.46,-0.00,9.23
0.43,0.17,9.33
0.37,0.15,9.49
0.35,0.07,9.43
0.43,-0.07,9.28
0.45,-0.08,9.27
0.36,0.07,9.47
0.39,0.15,9.42
0.38,0.11,9.31
0.45,0.06,9.25
0.39,-0.03,9.32
0.43,0.14,9.42
0.33,0.11,9.41
0.36,0.01,9.36
0.45,-0.05,9.37
0.42,0.07,9.37
0.46,0.12,9.43
0.37,0.08,9.39
0.36,0.02,9.46
0.39,-0.04,9.22
0.37,0.14,9.37
0.37,0.13,9.48
0.36,0.04,9.37
0.42,-0.06,9.24
0.39,-0.08,9.29
0.39,0.15,9.33
0.41,0.12,9.35
0.40,0.18,9.49
0.41,0.02,9.14
0.45,0.05,9.29
0.33,0.11,9.42
0.35,0.19,9.54
0.34,0.02,9.31
0.40,-0.07,9.20
0.41,0.07,9.23
0.29,0.19,9.50
0.32,0.12,9.37
0.36,0.11,9.41
0.38,0.04,9.24
0.39,0.14,9.32
0.35,0.05,9.37
0.35,-0.01,9.30
0.38,0.12,9.47
0.39,0.09,9.24
0.41,0.10,9.26
0.35,-0.00,9.41
0.41,0.08,9.49
0.45,0.08,9.31
0.40,0.12,9.35
0.37,0.05,9.43
0.44,0.05,9.49
0.40,0.00,9.25
0.40,0.12,9.23
0.40,0.10,9.39
0.42,0.05,9.37
0.45,0.15,9.32
0.38,0.12,9.31
0.29,0.06,9.39
0.36,0.02,9.29
0.40,0.06,9.41
0.43,0.16,9.37
0.38,0.04,9.36
0.37,-0.01,9.22
0.43,0.12,9.31
0.36,0.11,9.38
0.40,0.03,9.41
0.40,0.01,9.37
0.42,0.11,9.32
0.40,0.13,9.36
0.39,-0.03,9.45
0.54,0.05,9.39
0.43,0.01,9.28
0.34,0.00,9.30
0.42,0.04,9.30
0.24,0.04,9.62
0.42,0.05,9.17
0.32,-0.17,9.60
0.38,0.01,9.25
0.42,0.20,9.41
0.45,0.20,9.40
0.43,0.13,9.37
0.38,-0.04,9.25
0.43,0.04,9.46
0.39,0.09,9.27
0.45,0.08,9.29
0.35,0.03,9.27
0.45,0.01,9.46
0.43,-0.00,9.37
0.38,0.14,9.35
0.40,0.14,9.30
0.36,-0.01,9.35
0.35,0.06,9.36
0.43,0.13,9.47
0.51,0.01,9.19
0.40,0.00,9.46
0.37,0.08,9.43
0.44,0.14,9.27
0.34,0.01,9.29
0.40,-0.04,9.52
0.41,0.06,9.50
0.40,0.00,9.31
0.43,0.10,9.16
