1.53,-0.68,2.17
0.83,0.68,3.68
-2.02,1.52,8.84
-7.43,6.45,18.83
-8.61,6.28,25.89
-2.36,3.01,19.20
1.16,1.19,4.24
1.15,-1.73,-6.00
2.13,-2.64,-7.99
2.38,-2.29,-2.78
-2.13,4.87,8.69
-8.91,13.28,24.83
-9.82,7.69,30.78
-1.17,3.38,18.43
1.77,1.98,1.42
0.95,-0.12,-8.77
1.30,-1.13,-11.46
1.64,-1.93,-4.51
-3.45,14.93,15.90
-12.78,18.80,34.23
-9.88,6.82,33.36
2.32,5.50,13.71
5.51,2.94,-4.60
1.92,0.97,-14.87
1.41,-2.05,-13.36
-0.05,1.23,0.44
-6.91,16.02,20.76
-15.40,13.97,34.95
-9.24,7.32,30.45
2.07,6.39,11.72
4.36,4.49,-6.73
1.91,1.44,-17.37
5.22,-0.74,-13.18
1.63,1.26,2.21
-8.71,17.21,23.42
-17.04,15.47,37.00
-9.74,7.79,31.03
3.02,8.09,11.29
6.78,6.27,-7.95
4.15,1.94,-20.09
5.50,-2.54,-17.37
1.34,0.78,-0.91
-8.22,20.25,22.21
-17.93,20.25,38.49
-13.14,9.48,33.90
2.91,8.99,13.03
9.17,7.50,-7.48
5.47,2.07,-21.22
4.63,-1.29,-18.22
1.36,2.44,-0.58
-8.40,20.50,21.64
-18.37,17.59,36.70
-12.01,8.05,32.58
3.34,8.27,12.91
8.09,6.69,-6.54
2.96,2.25,-18.06
0.94,-3.39,-14.68
-2.27,7.21,5.22
-9.71,27.10,28.17
-17.34,11.20,38.80
-5.23,5.97,27.16
7.41,7.94,5.75
6.46,4.58,-12.36
0.21,-0.98,-19.70
-0.23,-4.36,-9.96
-4.63,11.65,11.38
-13.64,24.22,31.75
-14.68,10.18,37.17
-0.41,8.63,19.66
7.05,6.59,-1.70
4.92,0.87,-15.65
4.20,-1.88,-16.19
4.53,-2.27,-4.19
-2.92,3.62,10.69
-12.79,14.81,25.73
-15.84,11.31,32.71
-4.42,7.25,22.74
3.39,3.89,6.29
5.02,0.82,-7.21
4.33,-1.87,-13.38
3.90,-3.86,-9.41
-1.33,0.31,4.04
-10.74,18.37,23.84
-17.07,13.21,35.27
-6.20,6.99,27.17
5.98,6.27,7.74
8.63,4.01,-8.91
5.14,0.81,-17.31
3.77,-3.53,-11.79
-2.29,5.83,5.94
-13.15,24.49,27.64
-18.61,11.70,37.20
-4.55,7.56,24.54
7.40,7.36,4.19
8.23,3.57,-11.27
4.07,0.00,-17.00
2.58,-3.12,-8.98
-2.62,4.36,7.77
-11.44,19.76,27.60
-17.43,12.71,36.85
-5.16,8.59,25.83
5.16,6.51,6.41
6.01,2.32,-8.45
3.27,-0.96,-14.75
4.34,-2.29,-9.20
1.58,-1.00,2.80
-6.87,6.97,16.93
-15.20,14.33,29.41
-12.96,8.83,29.99
-1.32,6.02,16.35
5.30,2.45,0.97
6.43,-0.29,-10.24
6.43,-1.77,-13.63
5.45,-2.71,-6.63
-1.95,3.39,7.48
-13.26,19.16,25.78
-19.77,12.10,35.08
-6.79,8.12,24.60
5.20,7.26,6.00
9.27,3.81,-9.11
8.21,1.27,-16.58
7.07,-1.51,-11.98
0.10,2.37,3.47
-12.39,28.01,26.33
-24.49,15.55,39.80
-10.02,10.80,29.17
6.95,10.67,7.00
11.21,5.17,-10.85
6.71,1.04,-19.98
5.54,-0.10,-12.86
1.34,2.88,2.77
-9.37,19.73,23.09
-20.55,20.27,37.02
-13.11,12.80,31.84
1.20,10.47,13.16
7.69,5.36,-3.88
7.48,0.96,-15.22
7.33,0.24,-16.74
6.92,-0.81,-6.91
-2.91,8.43,10.35
-17.03,27.35,30.57
-23.38,14.32,38.18
-6.42,12.31,23.29
7.69,10.21,3.19
11.55,5.05,-12.09
9.40,0.81,-19.07
6.69,-3.13,-11.90
-2.47,7.46,5.36
-15.64,29.23,27.12
-24.39,14.72,38.46
-8.38,11.91,26.27
6.20,11.03,4.82
11.39,5.25,-11.29
9.92,0.01,-19.68
8.47,-0.88,-12.84
0.64,6.45,3.77
-12.72,23.31,24.32
-24.31,17.58,36.65
-12.36,13.48,28.79
2.12,10.74,10.26
7.65,3.36,-5.09
7.53,-1.59,-13.65
8.04,-1.93,-12.30
5.72,-1.83,-2.92
-3.13,3.04,9.34
-14.24,15.69,23.90
-21.23,14.50,31.86
-9.56,11.21,24.07
2.89,7.57,7.83
9.42,1.97,-5.77
10.88,-2.04,-13.32
9.46,-1.77,-11.27
3.04,-1.16,-1.32
-8.17,13.41,15.04
-21.30,22.70,31.07
-19.62,11.70,32.36
-2.89,10.77,16.07
