0.48,0.02,9.31
0.51,-0.04,9.31
0.48,0.04,9.24
0.47,0.08,9.42
0.47,0.02,9.52
0.45,0.00,9.42
0.53,0.08,9.22
0.51,0.04,9.20
0.35,-0.09,9.40
0.42,-0.02,9.43
0.58,0.17,9.28
0.56,0.06,9.01
0.44,0.01,9.53
0.43,-0.08,9.48
0.53,-0.07,9.37
0.49,0.02,9.20
0.42,0.13,9.38
0.45,0.08,9.60
0.45,0.01,9.38
0.52,-0.07,9.10
0.43,-0.01,9.17
0.44,0.03,9.42
0.50,0.00,9.38
0.46,-0.01,9.37
0.55,0.07,9.16
0.40,-0.10,9.27
0.41,-0.08,9.38
0.50,-0.00,9.56
0.49,0.10,9.35
0.52,0.11,9.21
0.54,-0.05,9.49
0.59,-0.06,9.41
0.56,-0.03,9.27
0.51,0.01,9.15
0.44,0.07,9.44
0.43,-0.01,9.38
0.50,0.03,9.26
0.54,-0.01,9.31
0.50,-0.02,9.47
0.36,0.09,9.53
0.49,0.06,9.30
0.46,0.00,9.24
0.43,-0.05,9.37
0.46,-0.05,9.56
0.53,0.08,9.38
0.51,-0.06,9.26
0.48,0.01,9.28
0.47,0.01,9.34
0.49,0.00,9.27
0.46,-0.03,9.36
0.53,0.07,9.37
0.51,0.04,9.52
0.46,-0.00,9.42
0.46,-0.19,9.33
0.46,-0.08,9.24
0.51,0.11,9.40
0.46,0.12,9.56
0.46,0.01,9.37
0.46,-0.06,9.31
0.50,0.06,9.34
0.42,0.07,9.46
0.39,0.00,9.35
0.48,0.02,9.34
0.53,0.02,9.33
0.46,-0.00,9.29
0.42,-0.10,9.33
0.46,0.05,9.36
0.52,0.08,9.18
0.42,0.00,9.28
0.47,0.05,9.43
0.39,0.04,9.36
0.53,0.01,9.31
0.45,0.06,9.28
0.50,-0.05,9.31
0.41,0.12,9.34
0.48,0.18,9.36
0.41,0.06,9.39
0.41,-0.08,9.30
0.42,-0.07,9.44
0.51,0.13,9.24
0.50,0.26,9.27
0.51,0.04,9.28
0.38,0.01,9.46
0.50,0.01,9.29
0.37,0.07,9.40
0.26,0.09,9.56
0.30,0.11,9.38
0.41,0.02,9.23
0.46,0.08,9.40
0.40,0.00,9.40
0.34,-0.01,9.51
0.49,0.16,9.47
0.57,0.21,9.11
0.58,0.15,9.30
0.57,0.13,9.26
0.39,0.05,9.34
0.37,0.02,9.61
0.42,-0.02,9.28
0.47,0.04,9.10
0.50,0.11,9.36
0.39,-0.03,9.49
0.44,0.10,9.46
0.51,0.11,9.22
0.52,0.20,9.28
0.42,0.12,9.50
0.47,0.00,9.49
0.53,0.06,9.28
0.45,0.15,9.25
0.46,0.14,9.36
0.35,0.02,9.45
0.48,0.07,9.29
0.52,0.23,9.22
0.47,0.16,9.14
0.30,0.05,9.43
0.30,0.07,9.48
0.42,0.11,9.35
0.36,0.10,9.18
0.40,0.20,9.38
0.38,0.12,9.44
0.37,0.04,9.40
0.34,0.15,9.38
0.46,0.15,9.28
0.39,0.09,9.33
0.38,0.08,9.58
0.46,0.05,9.43
0.46,0.05,9.30
0.40,0.24,9.21
0.31,0.24,9.38
0.34,0.15,9.52
0.43,-0.05,9.24
0.46,0.13,9.12
0.44,0.16,9.29
0.36,0.21,9.64
0.38,-0.01,9.37
0.41,0.02,9.04
0.44,0.18,9.20
0.47,0.22,9.40
0.42,0.13,9.79
0.38,0.05,9.31
0.34,0.01,9.19
0.34,0.07,9.42
0.33,0.16,9.42
0.47,0.17,9.43
0.37,0.10,9.34
0.38,0.05,9.27
0.44,0.05,9.20
0.41,0.14,9.35
0.45,0.16,9.42
0.30,0.02,9.46
0.43,0.00,9.33
0.48,0.20,9.26
0.40,0.17,9.27
0.32,0.05,9.30
0.46,0.04,9.45
0.41,0.05,9.37
0.40,0.10,9.36
0.42,-0.03,9.11
0.39,-0.12,9.55
0.41,-0.01,9.38
0.42,0.10,9.28
0.39,0.12,9.13
0.44,0.08,9.47
0.43,0.03,9.38
0.51,0.12,9.21
0.46,0.14,9.29
0.43,0.17,9.31
0.41,0.05,9.41
0.44,-0.12,9.22
0.40,0.04,9.32
0.44,0.14,9.36
0.41,0.20,9.44
0.40,0.11,9.55
0.46,-0.06,9.32
0.39,0.11,9.23
0.35,0.10,9.40
0.40,0.03,9.36
0.51,0.05,9.41
0.47,0.13,9.24
0.43,0.10,9.39
0.42,-0.03,9.45
0.40,-0.11,9.41
0.38,0.09,9.35
0.43,0.18,9.29
0.40,0.12,9.38
0.38,0.06,9.45
0.39,0.00,9.28
0.40,0.06,9.36
0.36,0.05,9.20
0.37,-0.02,9.48
0.46,0.05,9.33
0.43,0.10,9.37
0.37,0.09,9.39
0.37,0.13,9.43
0.45,0.22,9.23
0.47,0.11,9.14
0.34,-0.05,9.43
0.31,-0.07,9.36
0.40,0.06,9.37
0.45,0.07,9.17
0.42,0.16,9.27
0.37,0.01,9.46
0.50,0.03,9.42
0.43,0.11,9.25
0.42,0.09,9.22
0.36,-0.02,9.36
0.34,-0.02,9.47
0.44,0.03,9.29
0.47,0.08,9.24
0.39,0.08,9.38
0.40,0.08,9.29
0.39,-0.06,9.44
0.41,0.03,9.38
0.47,0.08,9.28
0.38,0.14,9.33
0.39,0.06,9.35
0.40,0.04,9.45
0.40,0.01,9.33
0.43,0.03,9.13
0.46,-0.04,9.32
0.35,-0.01,9.39
0.40,0.11,9.40
0.46,0.01,9.28
0.43,0.03,9.31
